"","variable","value","DV","Trimmed","Observations","term","estimate","std.error","statistic","p.value","permutation_greater"
"1","log_EmissionsPerCapita.Ideology",-0.00293818846911177,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"2","log_EmissionsPerCapita.Ideology",-0.00245747523776471,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"3","log_EmissionsPerCapita.Ideology",-0.0135212178053869,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"4","log_EmissionsPerCapita.Ideology",0.00234710997805683,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"5","log_EmissionsPerCapita.Ideology",0.00413492644046051,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"6","log_EmissionsPerCapita.Ideology",0.000297385409365958,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"7","log_EmissionsPerCapita.Ideology",-0.00987841563309357,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"8","log_EmissionsPerCapita.Ideology",0.000915475730396099,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"9","log_EmissionsPerCapita.Ideology",-0.00104398294060448,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"10","log_EmissionsPerCapita.Ideology",-0.00820504442229039,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"11","log_EmissionsPerCapita.Ideology",-0.00646649229489365,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"12","log_EmissionsPerCapita.Ideology",0.000348203371909109,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"13","log_EmissionsPerCapita.Ideology",-0.00441412695547597,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"14","log_EmissionsPerCapita.Ideology",0.00567259126027787,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,TRUE
"15","log_EmissionsPerCapita.Ideology",0.00619754267739405,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,TRUE
"16","log_EmissionsPerCapita.Ideology",0.000161381150875984,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"17","log_EmissionsPerCapita.Ideology",-0.00357263292383229,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
"18","log_EmissionsPerCapita.Ideology",-0.00417139163533594,"log_EmissionsPerCapita",FALSE,1150,"Ideology",0.00417869959853915,0.0185609556509159,0.225133860407288,0.821918534115415,FALSE
