"","abb","year","est","std_err"
"301","ID",2013,-0.71714954091,0.361954878546187
"302","ID",2014,-0.710374584855,0.365994337979954
"303","ID",2015,-0.71352850004,0.359818414420926
"304","ID",2016,-0.4674393135235,0.354829410202466
"305","ID",2017,-0.2614841577335,0.316360630270729
"306","ID",2018,-0.25437676684255,0.29579650408583
"307","ID",2019,-0.39493897130735,0.32388573991975
"308","ID",2020,-0.28841531205,0.327721706563477
"309","IL",1999,-0.5056651870455,0.362708293593577
"310","IL",2000,-0.57566625530195,0.340393662612211
"311","IL",2001,-0.3809869315404,0.305100510505401
"312","IL",2002,-0.3890022548915,0.303219630128519
"313","IL",2003,-0.389303531242,0.301429616915599
"314","IL",2004,-0.383309729935,0.307235803737942
"315","IL",2005,-0.39279560425195,0.311834455753556
"316","IL",2006,-0.3891510681165,0.304822066723133
"317","IL",2007,0.542422062524,0.248640839059198
"318","IL",2008,0.73871477895,0.237327647842239
"319","IL",2009,0.8320617653,0.235991437992698
"320","IL",2010,0.8716305792,0.237824192212326
"321","IL",2011,0.9092184045,0.232363588889302
"322","IL",2012,0.9462078205,0.239796189187138
"323","IL",2013,0.976222801,0.229576277961467
"324","IL",2014,1.0157082475,0.236603399233649
"325","IL",2015,1.0480991615,0.243408298727831
"326","IL",2016,1.2352716435,0.238377853823696
"327","IL",2017,1.2788468905,0.225385782323321
"328","IL",2018,1.2845823485,0.225049842973052
"329","IL",2019,1.3537448335,0.250255799346075
"330","IL",2020,1.3701709195,0.260113553877222
"331","IN",1999,-1.0707592331,0.427464320978965
"332","IN",2000,-1.14227089365,0.440220043855077
"333","IN",2001,-1.1492187656,0.450647974402278
"334","IN",2002,-1.14610148075,0.421608291810002
"335","IN",2003,-1.145164812695,0.427877378180341
"336","IN",2004,-0.883293036508,0.410419089660596
"337","IN",2005,-0.87809780355,0.381528070113966
"338","IN",2006,-0.892896720145,0.410530961715044
"339","IN",2007,-0.89146203741,0.373564288081061
"340","IN",2008,-0.6747366534245,0.346059217611457
"341","IN",2009,-0.218746387623,0.30000587344852
"342","IN",2010,-0.0243122992485,0.272770174884532
"343","IN",2011,0.0920445073795,0.239112510480235
"344","IN",2012,0.124832399517,0.24436821542684
"345","IN",2013,0.150766657774,0.250165694535191
"346","IN",2014,0.23305154746615,0.243522504806109
"347","IN",2015,-0.2067926397715,0.275786138497442
"348","IN",2016,-0.2105786337745,0.276931171425745
"349","IN",2017,-0.192391475788,0.263571877281808
"350","IN",2018,-0.2057306229268,0.254996236718135
"351","IN",2019,-0.1480871027085,0.270676316094123
"352","IN",2020,-0.1258446949782,0.27017606052938
"353","KS",1999,-1.21781567095,0.456888409328067
"354","KS",2000,-1.2877169572,0.455557367024807
"355","KS",2001,-1.27546823865,0.458956499924439
"356","KS",2002,-1.29770498765,0.492346611961936
"357","KS",2003,-1.285878168965,0.468549122315859
"358","KS",2004,-1.296709697,0.455628359495806
"359","KS",2005,-1.27676489995,0.443461369335617
"360","KS",2006,-1.280935388,0.445120787167984
"361","KS",2007,-0.458427287299,0.312973947245112
"362","KS",2008,-0.475505680613,0.323988484369216
"363","KS",2009,-0.066043894819,0.259124130543161
"364","KS",2010,-0.063760018023,0.266173998522532
"365","KS",2011,0.1260006076089,0.263358648390927
"366","KS",2012,0.11947875286,0.249444479240993
"367","KS",2013,0.1201569506495,0.257712346571282
"368","KS",2014,0.1201709595065,0.248300051818287
"369","KS",2015,-0.0489718582205,0.259373106417835
"370","KS",2016,-0.05436380743685,0.253001785292699
"371","KS",2017,-0.049233917692,0.254745470862437
"372","KS",2018,0.018237532094,0.253396359222627
"373","KS",2019,-0.0570591511775,0.248831915131766
"374","KS",2020,-0.0297477263679,0.259875870140483
"375","KY",1999,-1.44220653,0.504301835267966
"376","KY",2000,-1.5044315305,0.493980255528888
"377","KY",2001,-1.48413833565,0.502576706265854
"378","KY",2002,-1.4815520165,0.495185798026297
"379","KY",2003,-1.4911101792,0.490965297022185
"380","KY",2004,-1.482143258,0.470539965820044
"381","KY",2005,-1.14828755115,0.442374800519724
"382","KY",2006,-1.163330065895,0.458263449947555
"383","KY",2007,-0.993473810335,0.431795128550916
"384","KY",2008,-0.4999725861856,0.343491024239146
"385","KY",2009,-0.506992790943,0.322908639219033
"386","KY",2010,-0.1355462934765,0.282783207042179
"387","KY",2011,0.051312514839,0.254270313296963
"388","KY",2012,0.0555443190515,0.255932371486573
"389","KY",2013,0.052382975911,0.271302470094927
"390","KY",2014,0.060493348098,0.270596865847682
"391","KY",2015,0.1656550732524,0.255830528454231
"392","KY",2016,0.164133757456,0.270374325806363
"393","KY",2017,0.1723537292957,0.246537091711219
"394","KY",2018,0.22185483273,0.247363449475716
"395","KY",2019,0.1715705655825,0.266724676992785
"396","KY",2020,0.18524613910105,0.260892900749402
"397","LA",1999,-1.213134677935,0.468105740976404
"398","LA",2000,-1.27934326187,0.453231328926062
"399","LA",2001,-1.28795369705,0.454338459369361
"400","LA",2002,-1.29042747225,0.462138116381245
"401","LA",2003,-0.984076733585,0.396881480870349
"402","LA",2004,-0.977623290155,0.415801388483975
"403","LA",2005,-1.00163756677,0.408634401407507
"404","LA",2006,-1.00140854911,0.404280936647311
"405","LA",2007,-0.75101284752,0.354763994796812
"406","LA",2008,-0.89445783422,0.386569517384305
"407","LA",2009,-0.7466075572475,0.373896107084745
"408","LA",2010,-0.587123953374,0.344301005115769
"409","LA",2011,-0.5955984854005,0.342308740263905
"410","LA",2012,-0.5880679733,0.336071127492547
"411","LA",2013,-0.345723216308,0.305077163443385
"412","LA",2014,-0.34661569453495,0.30968889497755
"413","LA",2015,-0.3470277536475,0.313612313954551
"414","LA",2016,-0.3547107083745,0.299416914921425
"415","LA",2017,-0.428388061433,0.306175216981101
"416","LA",2018,-0.43279763313395,0.319856630354159
"417","LA",2019,-0.3823720444958,0.31550612863633
"418","LA",2020,-0.177210979949,0.295968536705694
"419","MA",1999,-0.3261776979456,0.346231894484469
"420","MA",2000,-0.401557594304,0.331028522395108
"421","MA",2001,-0.405149272789,0.333682032046281
"422","MA",2002,-0.412067469007,0.331087112293781
"423","MA",2003,-0.3816940103935,0.318669726340177
"424","MA",2004,-0.150608204545,0.292697387050809
"425","MA",2005,0.0427434886219,0.282166977103284
"426","MA",2006,0.03360098096375,0.266386061670214
"427","MA",2007,0.2646769970505,0.252644424071944
"428","MA",2008,1.238326062,0.262324492485702
"429","MA",2009,1.6616355155,0.268346612084586
"430","MA",2010,1.7877485705,0.272832007015818
"431","MA",2011,1.910490138,0.286720601113942
"432","MA",2012,1.997296175,0.285871754727351
"433","MA",2013,2.028725115,0.295430321237581
"434","MA",2014,2.14728516,0.295141703481466
"435","MA",2015,2.19104516,0.301432296878213
"436","MA",2016,2.253282925,0.308336622831418
"437","MA",2017,2.26829352,0.294987049670907
"438","MA",2018,2.280633935,0.2909207854411
"439","MA",2019,2.29234679,0.308905656196696
"440","MA",2020,2.3165802,0.320620672208739
"441","MD",1999,-0.66992368559,0.345336404288411
"442","MD",2000,-0.497122322405,0.321957525800521
"443","MD",2001,-0.5149412093245,0.334357579155028
"444","MD",2002,-0.514434677311,0.337687896201184
"445","MD",2003,-0.5196222555125,0.336660991024147
"446","MD",2004,-0.2333244770805,0.282122541407358
"447","MD",2005,-0.0389202537875,0.287055670040694
"448","MD",2006,-0.02345352735595,0.282362660342758
"449","MD",2007,0.65448134107,0.265305097056327
"450","MD",2008,0.8972404299,0.253807740548577
"451","MD",2009,1.5896403695,0.256982563800256
"452","MD",2010,1.601860324,0.279427071611187
"453","MD",2011,1.6470793455,0.268666338005478
"454","MD",2012,1.741454902,0.279625075826267
"455","MD",2013,1.7879035095,0.26265585896564
"456","MD",2014,1.842128404,0.283026476755969
"457","MD",2015,2.01423855,0.29094870983762
"458","MD",2016,2.03621954,0.274997697461802
"459","MD",2017,2.04475974,0.286378932769503
"460","MD",2018,2.153577415,0.282231908163589
"461","MD",2019,2.17569673,0.305291818907997
"462","MD",2020,2.2718793,0.313463304683182
"463","ME",1999,-0.323578194289,0.334709875006901
"464","ME",2000,-0.0185763607644,0.286804251593097
"465","ME",2001,-0.01346578371647,0.281473922061549
"466","ME",2002,-0.0270915043357,0.268355409492257
"467","ME",2003,0.309058697491,0.268518399057631
"468","ME",2004,0.504029928989,0.286173738943928
"469","ME",2005,0.648684024535,0.267408632248232
"470","ME",2006,0.743320112075,0.260595150227903
"471","ME",2007,0.741439934835,0.280934122001736
"472","ME",2008,0.73124578567,0.261944340563405
"473","ME",2009,1.5576684245,0.287509575771327
"474","ME",2010,1.88213942,0.28361382314567
"475","ME",2011,1.9118222895,0.277373211651868
"476","ME",2012,1.91952855,0.290437406328618
"477","ME",2013,1.949260843,0.287889578736501
"478","ME",2014,2.10635531,0.295800481168868
"479","ME",2015,2.12607695,0.293588394844195
"480","ME",2016,2.129531846,0.294070441293282
"481","ME",2017,2.315880105,0.302931056446378
"482","ME",2018,2.320893995,0.309487116543554
"483","ME",2019,2.31351546,0.304792479576829
"484","ME",2020,2.370411085,0.303284881310606
"485","MI",1999,-1.43043566515,0.491854527501336
"486","MI",2000,-0.91383008272,0.404424861140295
"487","MI",2001,-0.9269995541,0.39506952929493
"488","MI",2002,-0.92736765426,0.392730212233506
"489","MI",2003,-0.78866272545,0.380906321921954
"490","MI",2004,-0.774663605835,0.361210009266341
"491","MI",2005,-0.790859116385,0.358573606132901
"492","MI",2006,-0.771469821825,0.360702781603388
"493","MI",2007,-0.5363918127265,0.333827579280523
"494","MI",2008,0.451804087395,0.245867830555318
"495","MI",2009,0.72572972069,0.234034858931597
"496","MI",2010,0.9796654985,0.233267240827433
"497","MI",2011,0.9973534115,0.233136166356181
"498","MI",2012,1.0524946885,0.230407360187907
"499","MI",2013,1.05248106,0.223080821920222
"500","MI",2014,1.0631114285,0.231749119778114
"501","MI",2015,1.083154208,0.238261763523423
"502","MI",2016,1.2114421045,0.241021678625399
"503","MI",2017,1.275245409,0.231959249680453
"504","MI",2018,1.2762023845,0.237994860422961
"505","MI",2019,1.3500638065,0.24033158401828
"506","MI",2020,1.360421836,0.249586417836888
"507","MN",1999,-0.2178449408665,0.297082296986994
"508","MN",2000,-0.29899705394455,0.29262070963603
"509","MN",2001,0.110985153826,0.253306272218663
"510","MN",2002,0.093629689964,0.245746067501041
"511","MN",2003,0.1002126035321,0.257031063490052
"512","MN",2004,0.097476084241775,0.248607568814747
"513","MN",2005,0.1044855490245,0.253134498674058
"514","MN",2006,0.08716290427965,0.250396974951942
"515","MN",2007,0.9159785032,0.245970983204767
"516","MN",2008,1.0559905245,0.254920620956448
"517","MN",2009,1.06492805585,0.260521119051493
"518","MN",2010,1.580937443,0.264158008378311
"519","MN",2011,1.5902158695,0.26485251555571
"520","MN",2012,1.6028634615,0.251310584216374
"521","MN",2013,1.7300710505,0.27427541592624
"522","MN",2014,1.748938364,0.273141900323802
"523","MN",2015,1.772879478,0.288035489034831
"524","MN",2016,1.794733975,0.28108906224577
"525","MN",2017,1.81346546,0.269307170483679
"526","MN",2018,1.832008338,0.284588794207678
"527","MN",2019,1.9915639635,0.292461266792121
"528","MN",2020,2.00201218,0.290362320889339
"529","MO",1999,-1.43065575904,0.514388696914924
"530","MO",2000,-1.484280223,0.502445642137025
"531","MO",2001,-1.481268804,0.488640804855696
"532","MO",2002,-0.979878717135,0.428517811507572
"533","MO",2003,-0.9780471707,0.406117732884986
"534","MO",2004,-0.96187940464,0.387767382720921
"535","MO",2005,-0.97872878395,0.437948842619242
"536","MO",2006,-0.97793197864,0.422409446670946
"537","MO",2007,-0.3229788360675,0.291970096169783
"538","MO",2008,-0.2503739260205,0.294510851864839
"539","MO",2009,0.1404528704905,0.245427548876021
"540","MO",2010,0.2397210380525,0.240537010132332
"541","MO",2011,0.3351966261725,0.238240357405312
"542","MO",2012,0.3398332821668,0.23889946953549
"543","MO",2013,0.4415644717195,0.230799163253542
"544","MO",2014,0.4633429022315,0.239137979765093
"545","MO",2015,0.456675353845,0.23738980426974
"546","MO",2016,0.46239794621,0.238009233885425
"547","MO",2017,0.4402956748635,0.241255195012102
"548","MO",2018,0.5311567142,0.228347445662405
"549","MO",2019,0.515496029235,0.247730866535284
"550","MO",2020,0.5222749528175,0.241580778449594
"551","MS",1999,-1.4417138061,0.502593668235753
"552","MS",2000,-1.51360548135,0.515160913549972
"553","MS",2001,-1.4905454045,0.488269669325571
"554","MS",2002,-1.5038939256,0.495994421055644
"555","MS",2003,-1.4904395505,0.501331591643771
"556","MS",2004,-1.5011063164,0.532331812787191
"557","MS",2005,-1.4860801295,0.480464291476306
"558","MS",2006,-1.5035658755,0.511496714161964
"559","MS",2007,-1.489540296,0.473050443432877
"560","MS",2008,-1.49850351156,0.510980704344993
"561","MS",2009,-1.4939040655,0.491211255947373
"562","MS",2010,-1.22534384017,0.465983980236145
"563","MS",2011,-1.225672083695,0.455014112947261
"564","MS",2012,-1.2283819948,0.461498002971504
"565","MS",2013,-0.94027688385,0.395165143115521
"566","MS",2014,-0.946497353285,0.419396663077708
"567","MS",2015,-0.94246192,0.385487892121078
"568","MS",2016,-0.944090085095,0.391339660451177
"569","MS",2017,-0.842601860755,0.36395703723335
"570","MS",2018,-0.8421723939485,0.371680500086698
"571","MS",2019,-0.4133300852605,0.308265747164152
"572","MS",2020,-0.378811750299,0.29614909787549
"573","MT",1999,-0.628294951485,0.368796248626448
"574","MT",2000,-0.688504607975,0.361830910163519
"575","MT",2001,-0.70054366112,0.377208891891542
"576","MT",2002,-0.6951099785755,0.338617662534763
"577","MT",2003,-0.557206160269,0.341417670704177
"578","MT",2004,-0.555535991862,0.355110848623967
"579","MT",2005,-0.28868833342834,0.29123262758382
"580","MT",2006,-0.294515419782,0.325125907911225
"581","MT",2007,0.168526185693,0.254840313244253
"582","MT",2008,0.1990923857565,0.265503399179569
"583","MT",2009,0.29955552494935,0.259508949179968
"584","MT",2010,0.34968345478765,0.239983632765282
"585","MT",2011,0.3458101858515,0.249464551690524
"586","MT",2012,0.352682403212,0.246502985904305
"587","MT",2013,0.476824397397,0.240012446789793
"588","MT",2014,0.479248407285,0.232298432474956
"589","MT",2015,0.519031672855,0.242874199087939
"590","MT",2016,0.51507843389,0.239724020484851
"591","MT",2017,0.56513601468,0.230709028559021
"592","MT",2018,0.561315098205,0.228314832041577
"593","MT",2019,0.5580540877845,0.248445402292196
"594","MT",2020,0.689796235915,0.235331455428407
"595","NC",1999,-1.092493801055,0.470230728259819
"596","NC",2000,-1.1679588107,0.43767661898307
"597","NC",2001,-1.17075756755,0.448811059123474
"598","NC",2002,-1.1763830997,0.443183436871706
"599","NC",2003,-1.16569857745,0.444770764447739
"600","NC",2004,-1.17084732875,0.431398850219036
"601","NC",2005,-0.6140986542345,0.352797421395031
"602","NC",2006,-0.626659702745,0.3494645652608
"603","NC",2007,0.2183933802599,0.276195339228127
"604","NC",2008,0.37326003087195,0.256778151087629
"605","NC",2009,0.75314042115,0.238469430024276
"606","NC",2010,0.75465688285,0.252732176550238
"607","NC",2011,0.74919912915,0.248585071570074
"608","NC",2012,0.77495481194,0.24571692552587
